code,descriptive statistics,counterfactual analysis,anchor,LIME,waterfall,bee swarm,text slides,box plots,histograms,distribution of features,participant_id
evaluation criteria > unreadability,0,1,1,1,0,2,1,0,0,0,PK_DE_04
evaluation criteria > importance,5,0,3,6,9,4,1,2,1,10,PK_DE_04
evaluation criteria > accuracy,0,0,0,0,0,0,0,0,0,0,PK_DE_04
evaluation criteria > uselessness,0,0,0,0,0,0,0,0,0,0,PK_DE_04
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_04
data and features > lack of significant features,1,0,3,4,5,4,0,2,1,6,PK_DE_04
data and features > feature significance,5,0,0,2,4,0,1,0,0,7,PK_DE_04
data and features > lack of appropriate data,0,0,0,0,0,0,5,0,0,1,PK_DE_04
data and features > understanding of annotations,0,0,0,0,0,0,0,0,0,0,PK_DE_04
data and features > understanding of data gaps,3,0,0,0,0,0,0,0,0,0,PK_DE_04
data and features > legend,0,0,0,0,0,0,0,0,0,0,PK_DE_04
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,0,PK_DE_04
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_05
expectations > biotope,0,0,0,0,0,0,0,0,0,7,PK_DE_05
expectations > dataset,9,0,0,0,0,0,3,0,0,9,PK_DE_05
expectations > macroscopic features,0,0,0,0,0,0,0,0,0,0,PK_DE_05
expectations > organoleptic features,0,0,1,0,0,0,2,0,0,0,PK_DE_05
expectations > user-centred approach,3,0,0,0,1,0,0,0,0,1,PK_DE_05
trust,3,0,1,0,2,1,0,0,0,2,PK_DE_05
barriers,2,0,1,0,1,1,0,0,0,3,PK_DE_05
barriers > concerns,2,0,1,0,2,1,0,0,0,2,PK_DE_05
methods of analysis,0,0,0,1,1,1,3,0,0,5,PK_DE_05
methods of analysis > ai hypotheses,1,0,0,0,0,1,0,0,0,0,PK_DE_05
methods of analysis > identification practice,5,0,0,0,0,1,1,0,0,4,PK_DE_05
methods of analysis > omission,1,0,0,0,1,0,0,0,0,1,PK_DE_05
methods of analysis > taxons,4,2,1,1,6,7,1,0,0,6,PK_DE_05
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_05
methods of analysis > difficulties,0,1,1,1,0,1,0,0,0,1,PK_DE_05
methods of analysis > discrepancies,2,0,0,0,0,0,0,1,0,0,PK_DE_05
methods of analysis > thoroughness,0,0,0,0,0,0,0,0,0,1,PK_DE_05
methods of analysis > reflection time,0,0,1,0,0,0,0,0,0,0,PK_DE_05
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,1,PK_DE_05
personification,0,0,0,0,0,0,0,0,0,0,PK_DE_05
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_05
associations,0,0,0,0,0,1,1,0,0,0,PK_DE_05
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_05
associations > fungi guides,0,0,0,0,0,0,0,0,0,0,PK_DE_05
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_05
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_05
negative reception,2,0,0,0,1,0,0,1,0,3,PK_DE_05
positive reception,0,0,0,0,1,0,3,0,0,0,PK_DE_05
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_05
aesthetics > font size,0,0,0,0,0,0,0,1,0,0,PK_DE_05
aesthetics > layout,0,0,0,0,1,0,0,1,0,0,PK_DE_05
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_05
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_05
affects > nervousness,0,0,0,0,0,0,0,0,0,0,PK_DE_05
affects > interest,0,0,0,1,0,1,0,0,0,0,PK_DE_05
affects > reluctance,0,0,0,0,0,0,0,0,0,0,PK_DE_05
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,PK_DE_05
affects > overwhelming > uncertainty,6,3,0,1,2,3,2,0,0,1,PK_DE_05
affects > overwhelming > confusion,1,1,0,0,0,2,0,0,0,1,PK_DE_05
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_05
affects > surprise,1,1,0,1,1,1,0,0,0,0,PK_DE_05
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_05
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,2,PK_DE_05
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_05
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_05
slides > lime,0,0,0,0,0,0,0,0,0,0,PK_DE_05
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_05
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_05
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_05
slides > box plots,0,0,0,0,0,0,0,0,0,0,PK_DE_05
slides > histograms,0,0,0,0,0,0,0,0,0,0,PK_DE_05
slides > distribution of features,2,0,0,0,0,0,0,0,0,0,PK_DE_05
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_05
knowledge and experience > knowledge and experience in fungi,12,2,2,4,8,5,7,0,0,15,PK_DE_05
knowledge and experience > knowledge and experience in fungi > names and species of fungi,4,0,1,1,0,0,0,0,0,1,PK_DE_05
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,0,0,1,PK_DE_05
knowledge and experience > knowledge and experience in analysing human behaviour,4,0,0,0,0,0,0,0,0,1,PK_DE_05
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_05
recommendations > change of visualisation scheme,2,0,0,0,1,0,0,0,0,6,PK_DE_05
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,PK_DE_05
recommendations > graphics,0,1,0,1,0,0,0,0,0,0,PK_DE_05
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_05
evaluation criteria > credibility,11,0,0,2,1,2,1,0,0,16,PK_DE_05
evaluation criteria > efficiency,1,0,0,0,3,9,0,0,0,3,PK_DE_05
evaluation criteria > precision,2,1,1,0,0,1,0,0,0,2,PK_DE_05
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_05
evaluation criteria > appropriateness,14,0,0,2,4,3,5,0,0,18,PK_DE_05
evaluation criteria > representativeness,16,3,1,4,2,3,2,0,0,20,PK_DE_05
evaluation criteria > comprehensibility,0,1,0,4,2,1,3,2,1,0,PK_DE_05
evaluation criteria > unreadability,2,0,0,0,1,1,1,0,0,2,PK_DE_05
evaluation criteria > importance,10,1,2,3,8,3,0,0,0,2,PK_DE_05
evaluation criteria > accuracy,3,0,0,0,0,0,0,0,0,3,PK_DE_05
evaluation criteria > uselessness,0,0,0,0,0,0,0,0,0,1,PK_DE_05
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_05
data and features > lack of significant features,2,1,2,0,4,3,0,0,0,0,PK_DE_05
data and features > feature significance,8,0,0,3,4,1,0,0,0,2,PK_DE_05
data and features > lack of appropriate data,7,0,1,1,3,4,0,0,0,3,PK_DE_05
data and features > understanding of annotations,1,0,0,0,0,0,0,0,0,0,PK_DE_05
data and features > understanding of data gaps,5,0,0,0,0,0,0,0,0,9,PK_DE_05
data and features > legend,0,0,0,0,0,0,0,0,0,0,PK_DE_05
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,0,PK_DE_05
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_06
expectations > biotope,0,0,0,0,0,0,0,0,0,0,PK_DE_06
expectations > dataset,2,0,0,0,0,0,1,0,0,0,PK_DE_06
expectations > macroscopic features,0,0,0,0,0,0,0,0,0,0,PK_DE_06
expectations > organoleptic features,0,0,0,0,0,0,0,0,0,0,PK_DE_06
expectations > user-centred approach,3,0,0,0,0,0,0,0,0,0,PK_DE_06
trust,0,0,0,0,0,0,0,0,0,0,PK_DE_06
barriers,0,0,0,0,0,0,2,0,0,0,PK_DE_06
barriers > concerns,0,0,0,0,0,0,0,0,0,0,PK_DE_06
methods of analysis,1,0,0,0,1,2,0,0,0,0,PK_DE_06
methods of analysis > ai hypotheses,0,0,0,0,0,0,0,0,0,0,PK_DE_06
methods of analysis > identification practice,0,0,0,0,0,0,0,0,0,0,PK_DE_06
methods of analysis > omission,0,1,0,0,0,0,0,0,0,6,PK_DE_06
methods of analysis > taxons,2,1,2,0,1,0,3,0,0,4,PK_DE_06
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_06
methods of analysis > difficulties,0,0,0,0,0,0,0,0,0,0,PK_DE_06
methods of analysis > discrepancies,0,0,0,0,0,0,0,0,0,0,PK_DE_06
methods of analysis > thoroughness,0,0,0,0,0,0,5,0,0,0,PK_DE_06
methods of analysis > reflection time,0,0,0,0,0,0,0,0,0,0,PK_DE_06
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,PK_DE_06
personification,0,0,0,0,0,0,0,0,0,0,PK_DE_06
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_06
associations,0,0,0,0,0,0,0,0,0,0,PK_DE_06
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_06
associations > fungi guides,0,0,0,0,0,0,2,0,0,0,PK_DE_06
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_06
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_06
negative reception,0,0,0,0,4,1,0,0,0,1,PK_DE_06
positive reception,0,0,0,0,0,0,0,0,0,0,PK_DE_06
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_06
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_06
aesthetics > layout,0,0,1,0,0,0,0,0,0,0,PK_DE_06
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_06
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_06
affects > nervousness,0,0,0,0,1,1,1,0,0,0,PK_DE_06
affects > interest,0,0,0,0,0,0,5,0,0,0,PK_DE_06
affects > reluctance,0,1,0,0,1,0,0,0,0,0,PK_DE_06
affects > overwhelming,0,0,1,0,0,0,0,0,0,0,PK_DE_06
affects > overwhelming > uncertainty,0,0,0,0,0,0,2,0,0,1,PK_DE_06
affects > overwhelming > confusion,0,0,0,0,0,0,0,0,0,0,PK_DE_06
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_06
affects > surprise,0,0,0,0,0,0,0,0,0,1,PK_DE_06
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_06
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_06
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_06
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_06
slides > lime,0,0,0,0,0,0,0,0,0,0,PK_DE_06
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_06
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_06
slides > text slides,0,0,0,0,0,0,0,0,0,1,PK_DE_06
slides > box plots,0,0,0,0,0,0,0,0,1,0,PK_DE_06
slides > histograms,0,0,0,0,0,0,0,1,0,0,PK_DE_06
slides > distribution of features,0,0,0,0,0,0,1,0,0,0,PK_DE_06
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_06
knowledge and experience > knowledge and experience in fungi,3,1,1,0,2,2,1,0,0,7,PK_DE_06
knowledge and experience > knowledge and experience in fungi > names and species of fungi,0,0,1,0,0,0,0,0,0,0,PK_DE_06
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_06
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,0,0,0,0,0,0,0,0,PK_DE_06
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_06
recommendations > change of visualisation scheme,0,0,0,0,2,0,0,0,0,1,PK_DE_06
recommendations > supplementary materials,0,0,2,0,0,0,0,0,0,0,PK_DE_06
recommendations > graphics,0,2,0,0,0,0,0,0,0,0,PK_DE_06
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_06
evaluation criteria > credibility,0,0,0,0,0,0,0,0,0,0,PK_DE_06
evaluation criteria > efficiency,0,0,1,0,1,0,0,0,0,0,PK_DE_06
evaluation criteria > precision,0,0,0,0,0,0,1,0,0,3,PK_DE_06
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_06
evaluation criteria > appropriateness,0,0,0,0,1,0,2,0,0,5,PK_DE_06
evaluation criteria > representativeness,0,0,0,0,0,0,3,0,0,0,PK_DE_06
evaluation criteria > comprehensibility,0,0,0,0,0,0,0,0,0,0,PK_DE_06
evaluation criteria > unreadability,2,1,2,0,2,3,1,1,1,3,PK_DE_06
evaluation criteria > importance,3,0,1,0,4,2,0,0,0,0,PK_DE_06
evaluation criteria > accuracy,0,0,0,0,1,0,1,0,0,7,PK_DE_06
evaluation criteria > uselessness,0,1,0,0,0,0,0,0,0,0,PK_DE_06
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_06
data and features > lack of significant features,0,0,1,0,2,0,0,0,0,0,PK_DE_06
data and features > feature significance,3,0,0,0,2,2,0,0,0,0,PK_DE_06
data and features > lack of appropriate data,0,0,0,0,0,0,0,0,0,0,PK_DE_06
data and features > understanding of annotations,0,0,0,0,0,0,0,0,0,0,PK_DE_06
data and features > understanding of data gaps,0,0,0,0,0,0,0,0,0,1,PK_DE_06
data and features > legend,0,0,0,0,0,0,0,0,0,0,PK_DE_06
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,0,PK_DE_06
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_07
expectations > biotope,0,3,0,1,0,0,3,0,0,9,PK_DE_07
expectations > dataset,4,0,0,0,0,0,1,0,0,0,PK_DE_07
expectations > macroscopic features,0,0,0,0,0,0,0,0,0,1,PK_DE_07
expectations > organoleptic features,1,0,0,0,0,0,0,0,0,0,PK_DE_07
expectations > user-centred approach,0,0,1,0,0,1,0,0,0,4,PK_DE_07
trust,0,0,3,1,1,0,0,0,0,0,PK_DE_07
barriers,0,0,3,1,1,0,1,0,0,0,PK_DE_07
barriers > concerns,0,0,1,0,0,0,0,0,0,0,PK_DE_07
methods of analysis,0,0,1,1,0,0,0,0,0,8,PK_DE_07
methods of analysis > ai hypotheses,0,0,0,0,1,2,0,0,0,1,PK_DE_07
methods of analysis > identification practice,0,0,0,0,0,0,0,0,0,1,PK_DE_07
methods of analysis > omission,0,0,0,0,0,0,0,0,0,5,PK_DE_07
methods of analysis > taxons,3,1,2,3,4,3,0,0,0,9,PK_DE_07
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_07
methods of analysis > difficulties,0,0,0,0,0,0,0,0,0,0,PK_DE_07
methods of analysis > discrepancies,0,0,0,0,0,0,0,0,0,0,PK_DE_07
methods of analysis > thoroughness,0,0,0,0,0,0,0,0,0,0,PK_DE_07
methods of analysis > reflection time,0,0,0,1,0,0,0,0,0,0,PK_DE_07
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,PK_DE_07
personification,0,0,0,0,0,0,0,0,0,0,PK_DE_07
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_07
associations,0,0,0,1,0,0,0,0,0,0,PK_DE_07
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_07
associations > fungi guides,0,0,0,0,0,0,0,0,0,0,PK_DE_07
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_07
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_07
negative reception,0,1,0,0,0,0,0,0,0,1,PK_DE_07
positive reception,0,0,0,0,0,0,0,0,0,0,PK_DE_07
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_07
aesthetics > font size,0,0,0,1,0,0,0,0,0,0,PK_DE_07
aesthetics > layout,0,0,0,1,0,0,0,0,0,0,PK_DE_07
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_07
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_07
affects > nervousness,0,0,0,0,0,0,0,0,0,0,PK_DE_07
affects > interest,0,0,0,0,0,0,0,0,0,0,PK_DE_07
affects > reluctance,0,0,0,0,0,0,0,0,0,0,PK_DE_07
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,PK_DE_07
affects > overwhelming > uncertainty,0,0,0,0,0,0,0,1,0,4,PK_DE_07
affects > overwhelming > confusion,0,0,0,0,0,0,0,0,0,3,PK_DE_07
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_07
affects > surprise,0,0,0,0,1,0,0,0,0,0,PK_DE_07
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_07
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_07
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_07
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_07
slides > lime,0,0,0,0,1,0,0,0,0,0,PK_DE_07
slides > waterfall,0,0,0,1,0,0,0,0,0,0,PK_DE_07
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_07
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_07
slides > box plots,0,0,0,0,0,0,0,0,0,0,PK_DE_07
slides > histograms,0,0,0,0,0,0,0,0,0,0,PK_DE_07
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_07
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_07
knowledge and experience > knowledge and experience in fungi,3,2,3,6,4,3,3,0,0,25,PK_DE_07
knowledge and experience > knowledge and experience in fungi > names and species of fungi,3,3,3,5,4,1,0,0,0,1,PK_DE_07
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,1,0,0,0,0,0,2,PK_DE_07
knowledge and experience > knowledge and experience in analysing human behaviour,0,0,1,1,0,1,0,0,0,4,PK_DE_07
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_07
recommendations > change of visualisation scheme,0,0,0,1,0,0,0,0,0,0,PK_DE_07
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,PK_DE_07
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,PK_DE_07
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_07
evaluation criteria > credibility,0,0,1,1,0,0,2,0,0,3,PK_DE_07
evaluation criteria > efficiency,0,0,1,0,1,1,0,0,0,1,PK_DE_07
evaluation criteria > precision,0,0,0,0,0,1,0,0,0,5,PK_DE_07
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_07
evaluation criteria > appropriateness,1,1,2,2,1,0,3,0,0,1,PK_DE_07
evaluation criteria > representativeness,0,0,2,5,4,3,2,0,0,5,PK_DE_07
evaluation criteria > comprehensibility,2,1,1,2,1,2,0,1,1,2,PK_DE_07
evaluation criteria > unreadability,0,0,0,1,4,1,0,0,0,5,PK_DE_07
evaluation criteria > importance,0,1,2,1,0,1,0,0,0,4,PK_DE_07
evaluation criteria > accuracy,0,0,0,0,0,2,1,0,0,4,PK_DE_07
evaluation criteria > uselessness,0,1,1,0,0,0,0,0,0,0,PK_DE_07
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_07
data and features > lack of significant features,0,0,1,0,0,1,0,0,0,0,PK_DE_07
data and features > feature significance,0,1,1,1,0,1,0,0,0,4,PK_DE_07
data and features > lack of appropriate data,0,0,0,0,0,0,0,0,0,0,PK_DE_07
data and features > understanding of annotations,0,0,0,0,0,0,0,0,0,0,PK_DE_07
data and features > understanding of data gaps,4,0,0,0,0,0,0,0,0,7,PK_DE_07
data and features > legend,0,0,0,2,0,0,0,0,0,0,PK_DE_07
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,0,PK_DE_07
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_08
expectations > biotope,1,1,3,0,1,3,1,0,0,3,PK_DE_08
expectations > dataset,0,0,0,0,0,0,0,0,0,0,PK_DE_08
expectations > macroscopic features,1,0,2,0,0,1,0,0,0,1,PK_DE_08
expectations > organoleptic features,0,0,1,0,0,0,0,0,0,0,PK_DE_08
expectations > user-centred approach,0,0,0,0,0,2,0,0,0,0,PK_DE_08
trust,0,0,0,0,0,0,1,0,0,0,PK_DE_08
barriers,0,0,0,0,0,0,0,0,0,0,PK_DE_08
barriers > concerns,0,0,0,0,0,0,1,0,0,0,PK_DE_08
methods of analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_08
methods of analysis > ai hypotheses,0,0,0,0,0,0,0,0,0,0,PK_DE_08
methods of analysis > identification practice,5,1,5,0,0,5,2,1,1,3,PK_DE_08
methods of analysis > omission,4,6,11,1,2,5,4,2,2,4,PK_DE_08
methods of analysis > taxons,1,1,10,0,0,1,1,0,0,2,PK_DE_08
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_08
methods of analysis > difficulties,0,0,0,0,0,0,1,0,0,0,PK_DE_08
methods of analysis > discrepancies,0,0,0,0,0,0,0,0,0,0,PK_DE_08
methods of analysis > thoroughness,0,0,0,0,0,0,0,0,0,0,PK_DE_08
methods of analysis > reflection time,0,1,0,0,0,0,0,0,0,0,PK_DE_08
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,PK_DE_08
personification,0,0,0,0,0,0,0,0,0,0,PK_DE_08
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_08
associations,0,0,0,0,0,0,0,0,0,0,PK_DE_08
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_08
associations > fungi guides,0,0,0,0,0,0,0,0,0,0,PK_DE_08
associations > image of a toadstool,0,0,0,0,0,0,0,0,0,0,PK_DE_08
associations > taxonomic keys,0,0,0,0,0,0,0,0,0,0,PK_DE_08
negative reception,0,0,0,0,0,0,0,0,0,0,PK_DE_08
positive reception,0,0,2,0,0,0,1,0,0,0,PK_DE_08
aesthetics,0,0,0,0,0,0,0,0,0,0,PK_DE_08
aesthetics > font size,0,0,0,0,0,0,0,0,0,0,PK_DE_08
aesthetics > layout,0,0,0,0,0,0,0,0,0,0,PK_DE_08
aesthetics > colour scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_08
affects,0,0,0,0,0,0,0,0,0,0,PK_DE_08
affects > nervousness,0,0,0,0,0,0,0,0,0,0,PK_DE_08
affects > interest,0,0,0,0,0,0,0,0,0,0,PK_DE_08
affects > reluctance,0,0,0,0,0,0,0,0,0,0,PK_DE_08
affects > overwhelming,0,0,0,0,0,0,0,0,0,0,PK_DE_08
affects > overwhelming > uncertainty,1,0,0,0,0,0,0,0,0,0,PK_DE_08
affects > overwhelming > confusion,0,0,0,0,0,0,1,0,0,0,PK_DE_08
affects > overwhelming > tiredness,0,0,0,0,0,0,0,0,0,0,PK_DE_08
affects > surprise,0,0,0,0,0,0,0,0,0,0,PK_DE_08
slides,0,0,0,0,0,0,0,0,0,0,PK_DE_08
slides > descriptive statistics,0,0,0,0,0,0,0,0,0,0,PK_DE_08
slides > counterfactual analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_08
slides > anchor,0,0,0,0,0,0,0,0,0,0,PK_DE_08
slides > lime,0,0,0,0,0,0,0,0,0,0,PK_DE_08
slides > waterfall,0,0,0,0,0,0,0,0,0,0,PK_DE_08
slides > bee swarm,0,0,0,0,0,0,0,0,0,0,PK_DE_08
slides > text slides,0,0,0,0,0,0,0,0,0,0,PK_DE_08
slides > box plots,0,0,0,0,0,0,0,0,2,0,PK_DE_08
slides > histograms,0,0,0,0,0,0,0,2,0,0,PK_DE_08
slides > distribution of features,0,0,0,0,0,0,0,0,0,0,PK_DE_08
knowledge and experience,0,0,0,0,0,0,0,0,0,0,PK_DE_08
knowledge and experience > knowledge and experience in fungi,4,2,8,1,2,4,3,1,1,4,PK_DE_08
knowledge and experience > knowledge and experience in fungi > names and species of fungi,2,1,8,0,0,0,0,1,1,2,PK_DE_08
knowledge and experience > knowledge and experience in visualizations and analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_08
knowledge and experience > knowledge and experience in analysing human behaviour,1,0,0,0,0,0,0,0,0,0,PK_DE_08
recommendations,0,0,0,0,0,0,0,0,0,0,PK_DE_08
recommendations > change of visualisation scheme,0,0,0,0,0,0,0,0,0,0,PK_DE_08
recommendations > supplementary materials,0,0,0,0,0,0,0,0,0,0,PK_DE_08
recommendations > graphics,0,0,0,0,0,0,0,0,0,0,PK_DE_08
evaluation criteria,0,0,0,0,0,0,0,0,0,0,PK_DE_08
evaluation criteria > credibility,0,0,0,0,0,0,0,0,0,0,PK_DE_08
evaluation criteria > efficiency,0,0,1,0,0,0,0,0,0,0,PK_DE_08
evaluation criteria > precision,1,0,0,0,0,1,0,0,0,0,PK_DE_08
evaluation criteria > similarity,0,0,0,0,0,0,0,0,0,0,PK_DE_08
evaluation criteria > appropriateness,0,0,0,0,0,0,0,0,0,0,PK_DE_08
evaluation criteria > representativeness,1,0,0,0,0,0,0,0,0,0,PK_DE_08
evaluation criteria > comprehensibility,0,0,0,0,0,0,2,0,0,0,PK_DE_08
evaluation criteria > unreadability,0,2,0,1,2,2,0,0,0,0,PK_DE_08
evaluation criteria > importance,4,3,7,1,2,3,0,1,1,2,PK_DE_08
evaluation criteria > accuracy,0,0,0,0,0,0,0,0,0,0,PK_DE_08
evaluation criteria > uselessness,0,0,0,0,0,0,0,0,0,0,PK_DE_08
data and features,0,0,0,0,0,0,0,0,0,0,PK_DE_08
data and features > lack of significant features,0,0,0,0,2,1,0,0,0,0,PK_DE_08
data and features > feature significance,4,3,7,1,0,2,0,1,1,2,PK_DE_08
data and features > lack of appropriate data,0,0,0,0,0,0,0,0,0,0,PK_DE_08
data and features > understanding of annotations,1,4,2,0,0,0,1,1,1,0,PK_DE_08
data and features > understanding of data gaps,0,0,0,0,0,0,0,0,0,0,PK_DE_08
data and features > legend,0,0,0,0,0,0,0,0,0,0,PK_DE_08
data and features > coordinate axes,0,0,0,0,0,0,0,0,0,0,PK_DE_08
expectations,0,0,0,0,0,0,0,0,0,0,PK_DE_09
expectations > biotope,0,0,0,0,1,0,0,0,0,0,PK_DE_09
expectations > dataset,0,0,1,0,0,0,0,0,0,0,PK_DE_09
expectations > macroscopic features,0,0,0,0,4,0,0,0,0,0,PK_DE_09
expectations > organoleptic features,0,0,0,0,0,0,0,0,0,0,PK_DE_09
expectations > user-centred approach,1,0,0,0,0,1,0,0,0,0,PK_DE_09
trust,0,0,0,1,0,0,0,0,0,0,PK_DE_09
barriers,0,0,0,0,0,0,0,0,0,0,PK_DE_09
barriers > concerns,0,0,0,0,0,0,0,0,0,0,PK_DE_09
methods of analysis,0,0,3,0,0,1,0,0,0,0,PK_DE_09
methods of analysis > ai hypotheses,0,0,2,0,0,0,0,0,0,0,PK_DE_09
methods of analysis > identification practice,0,0,4,0,4,2,0,0,0,0,PK_DE_09
methods of analysis > omission,0,0,0,0,0,0,0,0,0,0,PK_DE_09
methods of analysis > taxons,0,0,0,0,0,0,0,0,0,1,PK_DE_09
methods of analysis > example analysis,0,0,0,0,0,0,0,0,0,0,PK_DE_09
methods of analysis > difficulties,0,0,0,2,0,0,0,0,0,0,PK_DE_09
methods of analysis > discrepancies,0,0,0,0,0,1,0,0,0,0,PK_DE_09
methods of analysis > thoroughness,0,0,0,0,0,0,0,0,0,0,PK_DE_09
methods of analysis > reflection time,0,0,0,2,0,0,0,0,0,0,PK_DE_09
methods of analysis > variability of decisions or evaluations,0,0,0,0,0,0,0,0,0,0,PK_DE_09
personification,0,0,0,0,0,0,0,0,0,0,PK_DE_09
metaphorization,0,0,0,0,0,0,0,0,0,0,PK_DE_09
associations,0,0,0,0,0,0,0,0,0,0,PK_DE_09
associations > apps,0,0,0,0,0,0,0,0,0,0,PK_DE_09
